Title,Domestic,International,Budget,Distributor,MPAA-Rating,Runtime,Genres
The Perks of Being a Wallflower (2012),17742948,15641179,,Lionsgate,PG-13,103,Drama;Romance
Safe (2012),17142080,24422590,,Lionsgate,R,94,Action;Crime;Thriller
To Rome with Love (2012),16685867,56559014,,Sony Pictures Classics,R,112,Comedy;Music;Romance
The Raven (2012),16008272,13691073,26000000.0,Relativity Media,R,110,Crime;Mystery;Thriller
The Master (2012),16377274,11880786,,The Weinstein Company,R,138,Drama
The Man with the Iron Fists (2012),15634090,4912428,15000000.0,Universal Pictures,R,95,Action
Seven Psychopaths (2012),15024049,17202333,15000000.0,CBS Films,R,110,Comedy;Crime
Killing Them Softly (2012),15026056,22904409,15000000.0,The Weinstein Company,R,97,Crime;Drama;Thriller
Lockout (2012),14326864,18621249,20000000.0,FilmDistrict,PG-13,95,Action;Sci-Fi;Thriller
Hit and Run (2012),13749300,3067347,2000000.0,Open Road Films (II),R,100,Action;Adventure;Comedy
Dredd (2012),13414714,27623028,50000000.0,Lionsgate,R,95,Action;Crime;Sci-Fi
Silent House (2012),12754783,3772964,,Open Road Films (II),R,86,Drama;Horror;Mystery;Thriller
Playing for Keeps (2012),13103272,17859063,,FilmDistrict,PG-13,105,Comedy;Romance;Sport
People Like Us (2012),12434778,124153,16000000.0,Walt Disney Studios Motion Pictures,PG-13,114,Comedy;Drama
Gone (2012),11682205,8085330,,Lionsgate,PG-13,94,Action;Adventure;Mystery;Thriller
The Words (2012),11494838,4455326,6000000.0,CBS Films,PG-13,102,Drama;Mystery;Romance;Thriller
Beasts of the Southern Wild (2012),12795746,8312000,,Fox Searchlight Pictures,PG-13,93,Adventure;Drama;Fantasy
Anna Karenina (2012),12816367,56112783,,Focus Features,R,129,Drama;Romance
To the Arctic 3D (2012),14560838,9134550,,Warner Bros.,G,40,Documentary;Short
The Intouchables (2012),10198820,416389690,,The Weinstein Company,R,112,Biography;Comedy;Drama
Fun Size (2012),9409538,2007824,14000000.0,Paramount Pictures,PG-13,86,Adventure;Comedy
Bernie (2012),9206470,884171,,Millennium Entertainment,PG-13,99,Biography;Comedy;Crime;Drama
Salmon Fishing in the Yemen (2012),9047981,25516670,,CBS Films,PG-13,107,Comedy;Drama;Romance
Cirque du Soleil: Worlds Away (2012),12512862,21640239,,Paramount Pictures,PG,91,Fantasy
Arbitrage (2012),7919574,27565482,,Roadside Attractions,R,107,Drama;Thriller
Friends with Kids (2012),7251073,5768000,,Roadside Attractions,R,107,Comedy;Drama;Romance
Seeking a Friend for the End of the World (2012),7078738,4603043,10000000.0,Focus Features,R,101,Adventure;Comedy;Drama;Romance;Sci-Fi
The Collection (2012),6842058,3087648,,LD Entertainment,R,82,Horror;Thriller
Chasing Mavericks (2012),6002756,1939360,20000000.0,Twentieth Century Fox,PG,116,Biography;Drama;Sport
Casa de mi Padre (2012),5909483,2537469,,Lionsgate,R,85,Comedy;Western
For Greater Glory: The True Story of Cristiada (2012),5672846,4500836,,Arc Entertainment,R,145,Drama;History;War;Western
The Sessions (2012),6002451,4653704,,Fox Searchlight Pictures,R,95,Biography;Comedy;Drama;Romance
Won't Back Down (2012),5310554,67674,,Twentieth Century Fox,PG,121,Drama
October Baby (2012),5157886,5157886,,The Samuel Goldwyn Company,PG-13,107,Drama
Hitchcock (2012),6008677,21030992,,Fox Searchlight Pictures,PG-13,98,Biography;Drama;Romance
The Apparition (2012),4936819,6413846,17000000.0,Warner Bros.,PG-13,83,Horror;Thriller
"Jeff, Who Lives at Home (2012)",4269426,435331,,Paramount Vantage,R,83,Comedy;Drama
Goon (2012),4168528,2816630,,Magnolia Pictures,R,92,Comedy;Drama;Sport
Safety Not Guaranteed (2012),4010957,413742,,FilmDistrict,R,86,Comedy;Drama;Romance
Bully (2012),3863446,86798,,The Weinstein Company,PG-13,99,Documentary
The Cold Light of Day (2012),3763583,13100000,,Lionsgate,PG-13,93,Action;Thriller
Nitro Circus: The Movie (2012),3377618,796651,,Arc Entertainment,PG-13,92,Action;Comedy;Documentary
Atlas Shrugged II: The Strike (2012),3336053,3336053,,Atlas Distribution Company,PG-13,111,Drama;Mystery;Sci-Fi
Last Ounce of Courage (2012),3329674,3329674,,Rocky Mountain Pictures,PG,101,Drama;War
Indiana Jones and the Raiders of the Lost Ark (2012),3125613,207241,18000000.0,Paramount Pictures,PG,115,Action;Adventure
Jab Tak Hai Jaan (2012),3047539,3655575,,Yash Raj Films,,198,Drama;Romance
Albert Nobbs (2012),3014696,4517563,,Roadside Attractions,R,113,Drama;Romance
Talaash (2012),2871956,2405810,,Reliance Big Pictures,,140,Crime;Drama;Mystery;Thriller
Barfi! (2012),2804874,1685260,,UTV Motion Pictures,,151,Comedy;Drama;Romance
Singin' in the Rain (2012),1608925,864,,Warner Bros.,G,103,Comedy;Musical;Romance
Girl in Progress (2012),2609412,2099834,,Lionsgate,PG-13,93,Comedy;Drama
Ruby Sparks (2012),2540106,6588157,,Fox Searchlight Pictures,R,104,Comedy;Drama;Fantasy;Romance
Thor: The Dark World (2013),206362140,438421000,170000000.0,Walt Disney Studios Motion Pictures,PG-13,112,Action;Adventure;Fantasy
World War Z (2013),202359711,337648165,190000000.0,Paramount Pictures,PG-13,116,Action;Adventure;Horror;Sci-Fi
The Hobbit: The Desolation of Smaug (2013),258366855,700000000,,Warner Bros.,PG-13,161,Adventure;Fantasy
The Croods (2013),187168425,400036243,135000000.0,Twentieth Century Fox,PG,98,Adventure;Animation;Comedy;Family;Fantasy
The Heat (2013),159582188,70348583,43000000.0,Twentieth Century Fox,R,117,Action;Comedy;Crime
We're the Millers (2013),150394119,119600000,37000000.0,Warner Bros.,R,110,Comedy;Crime
The Great Gatsby (2013),144840419,208801476,105000000.0,Warner Bros.,PG-13,143,Drama;Romance
The Conjuring (2013),137400141,182094497,20000000.0,Warner Bros.,R,112,Horror;Mystery;Thriller
Identity Thief (2013),134506920,39458090,35000000.0,Universal Pictures,R,111,Comedy;Crime;Drama
Grown Ups 2 (2013),133668525,113315753,80000000.0,Sony Pictures Entertainment (SPE),PG-13,101,Comedy
The Wolverine (2013),132556852,282271394,120000000.0,Twentieth Century Fox,PG-13,126,Action;Sci-Fi
G.I. Joe: Retaliation (2013),122523060,253217645,130000000.0,Paramount Pictures,PG-13,110,Action;Adventure;Sci-Fi;Thriller
Now You See Me (2013),117723989,234000000,75000000.0,Lionsgate,PG-13,115,Crime;Mystery;Thriller
Cloudy with a Chance of Meatballs 2 (2013),119793567,154532382,78000000.0,Sony Pictures Entertainment (SPE),PG,95,Adventure;Animation;Comedy;Family;Fantasy;Sci-Fi
Lee Daniels' The Butler (2013),116632095,60681700,30000000.0,The Weinstein Company,PG-13,132,Biography;Drama
The Hangover Part III (2013),112200072,249800000,103000000.0,Warner Bros.,R,100,Comedy;Crime
Epic (2013),107518682,160907952,100000000.0,Twentieth Century Fox,PG,102,Adventure;Animation;Family;Fantasy;Mystery;Thriller
Captain Phillips (2013),107100855,111690956,55000000.0,Sony Pictures Entertainment (SPE),PG-13,134,Adventure;Biography;Crime;Drama;Thriller
Pacific Rim (2013),101802906,309200000,190000000.0,Warner Bros.,PG-13,131,Action;Adventure;Sci-Fi
This Is the End (2013),101470202,24571120,32000000.0,Sony Pictures Entertainment (SPE),R,107,Comedy
Bad Grandpa (2013),102003019,49823528,15000000.0,Paramount Pictures,R,92,Comedy
Olympus Has Fallen (2013),98925640,71344561,70000000.0,FilmDistrict,R,119,Action;Thriller
42 (2013),95020213,2450488,40000000.0,Warner Bros.,PG-13,128,Biography;Drama;Sport
Zero Dark Thirty (2012),95720716,37100000,40000000.0,Sony Pictures Entertainment (SPE),R,157,Drama;History;Thriller;War
Elysium (2013),93050117,193090583,115000000.0,TriStar Pictures,R,109,Action;Drama;Sci-Fi
Anchorman 2: The Legend Continues (2013),125168368,46296308,50000000.0,Paramount Pictures,PG-13,119,Comedy
Planes (2013),90288712,148970000,50000000.0,Walt Disney Studios Motion Pictures,PG,91,Adventure;Animation;Comedy;Family
The Lone Ranger (2013),89302115,171200000,215000000.0,Walt Disney Studios Motion Pictures,PG-13,150,Action;Adventure;Western
Oblivion (2013),89107235,197061337,120000000.0,Universal Pictures,PG-13,124,Action;Adventure;Sci-Fi
Insidious: Chapter 2 (2013),83586447,78332871,5000000.0,FilmDistrict,PG-13,106,Horror;Mystery;Thriller
Turbo (2013),83028128,199542554,135000000.0,Twentieth Century Fox,PG,96,Adventure;Animation;Comedy;Family;Sci-Fi;Sport
2 Guns (2013),75612460,56327951,61000000.0,Universal Pictures,R,109,Action;Crime;Thriller
White House Down (2013),73103784,132262953,150000000.0,Sony Pictures Entertainment (SPE),PG-13,131,Action;Drama;Thriller
Mama (2013),71628180,74800000,15000000.0,Universal Pictures,PG-13,100,Fantasy;Horror;Thriller
Safe Haven (2013),71349120,26245020,28000000.0,Relativity Media,PG-13,115,Drama;Romance;Thriller
The Smurfs 2 (2013),71017784,276527576,105000000.0,Sony Pictures Entertainment (SPE),PG,105,Adventure;Animation;Comedy;Family;Fantasy
The Best Man Holiday (2013),70525195,2310515,17000000.0,Universal Pictures,R,123,Comedy;Drama
Percy Jackson: Sea of Monsters (2013),68559554,131290761,90000000.0,Twentieth Century Fox,PG,106,Adventure;Family;Fantasy;Thriller
American Hustle (2013),150117807,101054000,40000000.0,Sony Pictures Entertainment (SPE),R,138,Crime;Drama
A Good Day to Die Hard (2013),67349198,237304984,92000000.0,Twentieth Century Fox,R,98,Action;Thriller
Warm Bodies (2013),66380662,50600000,35000000.0,Lionsgate,PG-13,98,Comedy;Horror;Romance
Jack the Giant Slayer (2013),65187603,132500000,195000000.0,Warner Bros.,PG-13,114,Adventure;Comedy;Family;Fantasy
The Purge (2013),64473115,24855512,3000000.0,Universal Pictures,R,85,Horror;Sci-Fi;Thriller
Last Vegas (2013),63914167,70488283,28000000.0,CBS Films,PG-13,105,Comedy;Drama
Ender's Game (2013),61737191,63806833,110000000.0,Lionsgate,PG-13,114,Action;Adventure;Fantasy;Sci-Fi
Prisoners (2013),61002302,61124385,46000000.0,Warner Bros.,R,153,Crime;Drama;Mystery;Thriller
After Earth (2013),60522097,183089885,130000000.0,Sony Pictures Entertainment (SPE),PG-13,100,Action;Adventure;Sci-Fi
Escape from Planet Earth (2013),57012977,17584666,40000000.0,The Weinstein Company,PG,89,Adventure;Animation;Comedy;Family;Sci-Fi
Hansel & Gretel: Witch Hunters (2013),55703475,170646274,50000000.0,Paramount Pictures,R,88,Action;Fantasy;Horror
Free Birds (2013),55750480,54636592,55000000.0,Relativity Media,PG,91,Adventure;Animation;Comedy;Family;Sci-Fi
Evil Dead (2013),54239856,43303096,17000000.0,TriStar Pictures,R,91,Horror
RED 2 (2013),53262560,94813005,84000000.0,Lionsgate,PG-13,116,Action;Adventure;Comedy;Crime;Thriller
Temptation: Confessions of a Marriage Counselor (2013),51975354,1167790,,Lionsgate,PG-13,111,Drama;Thriller
The Call (2013),51872378,16700253,13000000.0,TriStar Pictures,R,96,Crime;Drama;Horror;Thriller
Pain & Gain (2013),49875291,37430258,26000000.0,Paramount Pictures,R,129,Action;Comedy;Crime;Drama
Gangster Squad (2013),46000903,59200000,60000000.0,Warner Bros.,R,113,Action;Crime;Drama;Thriller
Jurassic Park (2013),45385935,72806380,63000000.0,Universal Pictures,PG-13,127,Action;Adventure;Sci-Fi;Thriller
A Madea Christmas (2013),52543354,853281,,Lionsgate,PG-13,100,Comedy;Drama;Romance
The Internship (2013),44672764,48820080,58000000.0,Twentieth Century Fox,PG-13,119,Comedy
Instructions Not Included (2013),44467206,56019410,,Lionsgate,PG-13,115,Comedy;Drama
Saving Mr. Banks (2013),83301580,34566404,35000000.0,Walt Disney Studios Motion Pictures,PG-13,125,Biography;Comedy;Drama
Snitch (2013),42930462,14894212,,Lionsgate,PG-13,112,Action;Drama;Thriller
Riddick (2013),42025135,56312160,38000000.0,Universal Pictures,R,119,Action;Sci-Fi;Thriller
The Wolf of Wall Street (2013),116900694,275100000,100000000.0,Paramount Pictures,R,180,Biography;Crime;Drama
A Haunted House (2013),40041683,20117901,2500000.0,Open Road Films (II),R,86,Comedy;Fantasy
12 Years a Slave (2013),56671993,131061209,20000000.0,Fox Searchlight Pictures,R,134,Biography;Drama;History
The Family (2013),36918811,41500000,30000000.0,Relativity Media,R,111,Comedy;Crime;Thriller
Carrie (2013),35266619,49524059,30000000.0,Screen Gems,R,100,Drama;Horror
Texas Chainsaw (2013),34341945,12998641,,Lionsgate,R,92,Horror;Thriller
R.I.P.D. (2013),33618855,44705365,130000000.0,Universal Pictures,PG-13,96,Action;Adventure;Comedy;Crime;Fantasy;Sci-Fi
Blue Jasmine (2013),33405481,65699323,,Sony Pictures Classics,PG-13,98,Drama
Kevin Hart: Let Me Explain (2013),32244051,74000,,Lionsgate,R,75,Comedy;Documentary
Side Effects (2013),32172757,31241378,,Open Road Films (II),R,106,Crime;Drama;Mystery;Thriller
Scary Movie V (2013),32015787,46362957,20000000.0,Dimension Films,PG-13,88,Comedy
The Secret Life of Walter Mitty (2013),58236838,129896484,90000000.0,Twentieth Century Fox,PG,114,Adventure;Comedy;Drama;Fantasy;Romance
The Mortal Instruments: City of Bones (2013),31165421,64231152,60000000.0,Screen Gems,PG-13,130,Action;Adventure;Fantasy;Horror;Mystery;Romance
Delivery Man (2013),30664106,22456240,26000000.0,Walt Disney Studios Motion Pictures,PG-13,105,Comedy;Drama
One Direction: This Is Us (2013),28873374,39659524,10000000.0,TriStar Pictures,PG,92,Documentary;Music
Kick-Ass 2 (2013),28795985,32000000,28000000.0,Universal Pictures,R,103,Action;Comedy;Crime;Thriller
Rush (2013),26947624,68276971,38000000.0,Universal Pictures,R,123,Action;Biography;Drama;Sport
The Host (2013),26627201,36738658,40000000.0,Open Road Films (II),PG-13,125,Action;Adventure;Drama;Romance;Sci-Fi;Thriller
The World's End (2013),26004851,20084436,20000000.0,Focus Features,R,109,Comedy;Sci-Fi
21 & Over (2013),25682380,22383292,13000000.0,Relativity Media,R,93,Comedy
Escape Plan (2013),25135965,112192336,,Lionsgate,R,115,Action;Thriller
Don Jon (2013),24477704,14961651,3000000.0,Relativity Media,R,90,Comedy;Drama;Romance
Walking with Dinosaurs 3D (2013),36076121,90470397,80000000.0,Twentieth Century Fox,PG,87,Adventure;Animation;Comedy;Documentary;Family
47 Ronin (2013),38362475,113421364,175000000.0,Universal Pictures,PG-13,128,Action;Drama;Fantasy
The Incredible Burt Wonderstone (2013),22537881,4900000,30000000.0,Warner Bros.,PG-13,100,Comedy
The Big Wedding (2013),21819348,24702789,35000000.0,Lionsgate,R,90,Comedy;Drama;Romance
Mud (2013),21590086,11023087,,Roadside Attractions,PG-13,130,Drama
Baggage Claim (2013),21569509,1301587,,Fox Searchlight Pictures,PG-13,96,Comedy;Romance
The Way Way Back (2013),21506546,4968374,,Fox Searchlight Pictures,PG-13,103,Comedy;Drama
The Place Beyond the Pines (2013),21403519,25649380,15000000.0,Focus Features,R,140,Crime;Drama;Thriller
Homefront (2013),20158898,28290518,22000000.0,Open Road Films (II),R,100,Action;Crime;Thriller
Broken City (2013),19701164,15036035,35000000.0,Twentieth Century Fox,R,109,Action;Crime;Drama;Thriller
Beautiful Creatures (2013),19452138,40600000,60000000.0,Warner Bros.,PG-13,124,Drama;Fantasy;Romance
Runner Runner (2013),19316646,43358449,30000000.0,Twentieth Century Fox,R,88,Crime;Thriller
You're Next (2013),18494006,8401475,,Lionsgate,R,95,Horror;Thriller
The Impossible (2012),19019882,179067330,,Lionsgate,PG-13,114,Drama;History;Thriller
Quartet (2013),18390117,41130181,,The Weinstein Company,PG-13,98,Comedy;Drama;Music;Romance
The Book Thief (2013),21488481,55097835,,Twentieth Century Fox,PG-13,131,Drama;War
Admission (2013),18007317,629884,13000000.0,Focus Features,PG-13,108,Comedy;Drama;Romance
Parker (2013),17616641,29305925,35000000.0,FilmDistrict,R,118,Action;Crime;Thriller
Enough Said (2013),17550872,7738000,,Fox Searchlight Pictures,PG-13,93,Comedy;Drama;Romance
Dark Skies (2013),17418667,10439436,3500000.0,Dimension Films,PG-13,97,Horror;Sci-Fi;Thriller
Philomena (2013),37709979,62419893,12000000.0,The Weinstein Company,PG-13,98,Biography;Comedy;Drama
The Counselor (2013),16973715,54035619,25000000.0,Twentieth Century Fox,R,117,Crime;Drama;Thriller
Grudge Match (2013),29807260,15100000,40000000.0,Warner Bros.,PG-13,113,Comedy;Drama;Sport
Jobs (2013),16131410,25996942,12000000.0,Open Road Films (II),PG-13,128,Biography;Drama
Fruitvale Station (2013),16101339,1284491,,The Weinstein Company,R,85,Biography;Crime;Drama;Romance
Dallas Buyers Club (2013),27298285,28438303,5000000.0,Focus Features,R,117,Biography;Drama
About Time (2013),15322921,71777528,,Universal Pictures,R,123,Comedy;Drama;Fantasy;Romance;Sci-Fi
The Last Exorcism Part II (2013),15179302,9872563,5000000.0,CBS Films,PG-13,88,Horror;Thriller
Spring Breakers (2013),14124284,17600000,5000000.0,A24,R,94,Crime;Drama
The Last Stand (2013),12050299,36280458,45000000.0,Lionsgate,R,107,Action;Thriller
Out of the Furnace (2013),11330849,4329819,22000000.0,Relativity Media,R,116,Action;Crime;Drama;Thriller
Dead Man Down (2013),10895295,7179244,,FilmDistrict,R,118,Action;Crime;Drama;Thriller
Getaway (2013),10501938,1304494,18000000.0,Warner Bros.,PG-13,90,Action;Thriller
Bullet to the Head (2013),9489829,12457380,,Warner Bros.,R,92,Action;Crime;Thriller
